Team Number,ELO
frc7023,920.0
frc1982,920.0
frc4704,920.0
frc3504,920.0
frc3498,920.0
frc5307,920.0
frc3676,920.0
frc4155,920.0
frc6363,920.0
frc4219,920.0
frc6306,920.0
frc3405,920.0
frc6647,920.0
frc6923,920.0
frc7066,920.0
frc6056,920.0
frc4741,920.0
frc6819,920.0
frc2827,920.0
frc5095,920.0
frc7033,920.0
frc6850,920.0
frc3984,920.0
frc5423,920.0
frc7030,920.0
frc7185,920.0
frc6904,920.0
frc6645,920.0
frc7091,920.0
frc6981,920.0
frc271,922.9092
frc5153,936.0
frc4991,936.0
frc216,936.0
frc6406,935.68317
frc171,936.0
frc5814,936.0
frc6607,936.0
frc1329,936.0
frc1038,936.0
frc1984,936.0
frc5426,936.0
frc4107,936.0
frc4298,936.0
frc3335,936.0
frc4295,936.0
frc6547,936.0
frc4570,936.0
frc4598,936.0
frc6483,936.0
frc5253,936.0
frc4663,936.0
frc3751,936.0
frc5586,936.0
frc3957,936.0
frc4957,936.0
frc6870,936.0
frc4630,936.0
frc7017,936.0
frc5032,936.0
frc2702,936.0
frc7165,936.0
frc6916,936.0
frc7317,936.0
frc4716,949.0908
frc1902,952.0
frc1972,952.0
frc2543,952.0
frc6447,952.0
frc6996,952.0
frc2504,952.0
frc4805,952.0
frc4301,952.0
frc6855,952.0
frc2515,952.0
frc6381,952.0
frc6356,952.0
frc6376,952.0
frc5444,952.0
frc6911,952.0
frc7031,952.0
frc2710,952.0
frc6922,952.0
frc7025,952.0
frc7237,952.0
frc7106,952.0
frc6403,952.0
frc6979,952.0
frc6926,952.0
frc6704,952.0
frc7036,952.0
frc6237,965.09094
frc3054,965.09094
frc692,968.0
frc5869,968.0
frc5276,968.0
frc5646,968.0
frc5078,967.968
frc6123,968.0
frc1797,968.0
frc4262,968.0
frc6998,968.0
frc5492,968.0
frc5730,968.0
frc4617,968.0
frc5811,968.0
frc4978,968.0
frc5986,968.0
frc2882,968.0
frc6196,968.0
frc6492,968.0
frc2177,968.0
frc2491,968.0
frc3007,968.0
frc4583,968.0
frc7080,968.0
frc4027,968.0
frc7251,968.0
frc3387,968.0
frc6868,968.0
frc7065,968.0
frc7193,968.0
frc7327,968.0
frc6967,968.0
frc7055,968.0
frc6918,968.0
frc6822,968.0
frc358,970.90906
frc4533,973.8181
frc4711,975.27264
frc4625,976.75934
frc2348,978.1819
frc2457,981.09094
frc3319,984.0
frc4721,984.0
frc2809,984.0
frc3510,984.0
frc4098,984.0
frc4907,984.0
frc5749,984.0
frc1676,984.0
frc4007,984.0
frc2221,984.0
frc1448,984.0
frc2986,984.0
frc4734,984.0
frc5754,984.0
frc4585,984.0
frc4986,984.0
frc4728,984.0
frc4859,984.0
frc4226,984.0
frc3244,984.0
frc3036,984.0
frc2518,984.0
frc7309,984.0
frc6766,984.0
frc4306,984.0
frc7326,984.0
frc6748,984.0
frc6871,984.0
frc6915,984.0
frc7057,984.0
frc7272,984.0
frc7278,984.0
frc7137,984.0
frc884,986.9091
frc4458,989.81824
frc6221,996.7742
frc3019,997.09094
frc2662,997.09094
frc3061,997.09094
frc4018,1000.0
frc3556,1000.3168
frc4575,1000.0
frc4471,1000.0
frc5573,1000.0
frc4723,1000.0
frc4842,1000.0
frc5125,1000.0
frc3868,1000.0
frc5176,1000.0
frc3543,1000.0
frc4248,1000.0
frc5408,1000.0
frc4353,1000.0
frc3243,1000.0
frc2078,1000.0
frc3871,1000.0
frc2532,1000.0
frc5903,1000.0
frc6749,1000.0
frc6889,1000.0
frc6643,1000.0
frc6383,1000.0
frc7201,1000.0
frc2914,1000.0
frc7111,1000.0
frc6934,1000.0
frc7157,1000.0
frc6874,1000.0
frc6474,1000.0
frc6964,1000.0
frc6644,1000.0
frc1458,1005.81824
frc5439,1010.1819
frc2918,1013.09094
frc2167,1013.0908
frc5107,1016.0
frc4020,1016.0
frc2773,1016.0
frc4240,1016.0
frc1438,1016.0
frc3341,1016.0
frc4528,1016.0
frc5421,1016.0
frc4917,1016.0
frc5885,1016.0
frc6130,1016.0
frc2354,1016.0
frc3152,1016.0
frc4639,1016.0
frc7275,1016.0
frc7331,1016.0
frc3294,1016.0
frc2529,1016.0
frc6359,1016.0
frc6362,1016.0
frc6360,1016.0
frc5179,1016.0
frc6892,1016.0
frc7072,1016.0
frc3259,1016.0
frc7059,1016.0
frc6955,1016.0
frc7303,1016.0
frc6901,1016.0
frc7229,1016.0
frc6988,1016.0
frc6820,1016.0
frc343,1018.90906
frc4497,1018.9092
frc5039,1018.9091
frc5168,1018.9092
frc3354,1026.1818
frc4818,1029.0908
frc3257,1032.0
frc1280,1032.0
frc2489,1032.0
frc2815,1032.0
frc1466,1032.0
frc4944,1032.0
frc5568,1032.0
frc6145,1032.0
frc6231,1032.0
frc6165,1032.0
frc4161,1032.0
frc871,1032.0
frc5946,1032.0
frc6575,1032.0
frc6836,1032.0
frc6650,1032.0
frc1285,1032.0
frc4783,1031.6832
frc2632,1032.0
frc5689,1032.0
frc2950,1032.0
frc5578,1032.0
frc1745,1032.0
frc5416,1032.0
frc2789,1032.0
frc6727,1032.0
frc4310,1032.0
frc7094,1032.0
frc2879,1032.0
frc5271,1032.0
frc5996,1032.0
frc6950,1032.0
frc6758,1032.0
frc6515,1032.0
frc6491,1032.0
frc6517,1032.0
frc6833,1032.0
frc6801,1032.0
frc6701,1032.0
frc7277,1032.0
frc3612,1045.091
frc5808,1048.0
frc5136,1047.6831
frc5285,1048.0
frc2261,1048.0
frc2152,1048.0
frc5015,1048.0
frc5810,1048.0
frc1468,1048.0
frc1396,1048.0
frc3157,1048.0
frc2706,1048.0
frc6024,1048.0
frc6662,1048.0
frc1939,1048.0
frc4209,1048.0
frc5212,1048.0
frc5093,1048.0
frc4656,1048.0
frc6371,1048.0
frc6433,1048.0
frc4283,1048.0
frc6401,1048.0
frc6422,1048.0
frc6626,1048.0
frc6968,1048.0
frc7149,1048.0
frc6357,1048.0
frc5787,1048.0
frc2341,1050.909
frc5133,1053.8184
frc4567,1058.1819
frc295,1064.0
frc2916,1064.0
frc5522,1064.0
frc601,1064.0
frc6590,1063.6832
frc3522,1064.0
frc1785,1064.0
frc5024,1064.0
frc5883,1064.0
frc4688,1064.0
frc1860,1064.0
frc5838,1064.0
frc2969,1064.0
frc3289,1064.0
frc6546,1064.0
frc6680,1064.0
frc7148,1064.0
frc7123,1064.0
frc5882,1064.0
frc7122,1064.0
frc6490,1064.0
frc4361,1064.0
frc6322,1064.0
frc6404,1064.0
frc5508,1064.0
frc7230,1064.0
frc7047,1064.0
frc6841,1064.0
frc7043,1064.0
frc6109,1067.2258
frc3337,1066.909
frc6072,1066.9092
frc5141,1077.0908
frc5613,1080.0
frc5089,1079.6193
frc4073,1080.0
frc5725,1080.0
frc648,1080.0
frc6415,1080.0
frc3794,1080.0
frc2896,1080.0
frc3330,1080.0
frc2001,1080.0
frc1763,1080.0
frc5589,1080.0
frc4115,1080.0
frc4269,1080.0
frc5912,1080.0
frc2795,1080.0
frc6448,1080.0
frc4181,1080.0
frc4215,1080.0
frc6375,1080.0
frc7026,1080.0
frc6823,1080.0
frc7120,1080.0
frc5631,1080.0
frc5348,1093.091
frc4990,1096.0
frc1744,1096.0
frc5753,1096.0
frc5536,1096.0
frc1600,1096.0
frc6229,1096.0
frc5824,1096.0
frc2853,1096.0
frc6665,1096.0
frc1781,1096.0
frc1985,1096.0
frc6125,1096.0
frc5740,1096.0
frc5911,1096.0
frc4075,1096.0
frc1255,1096.0
frc6717,1096.0
frc6562,1096.0
frc5148,1096.0
frc2143,1096.0
frc3299,1096.0
frc7142,1096.0
frc6421,1096.0
frc6803,1096.0
frc6392,1096.0
frc6441,1096.0
frc3844,1096.0
frc5058,1096.0
frc4972,1096.0
frc7322,1096.0
frc6951,1096.0
frc6700,1096.0
frc6519,1096.0
frc3513,1098.9092
frc3527,1102.135
frc4951,1109.091
frc5548,1109.091
frc1868,1112.0
frc2473,1112.3169
frc1148,1112.0
frc5454,1112.0
frc3627,1112.0
frc4122,1112.0
frc6523,1112.0
frc5324,1112.0
frc4308,1112.0
frc6489,1112.0
frc3740,1112.0
frc6453,1112.0
frc4150,1112.0
frc3139,1112.0
frc6372,1112.0
frc6941,1112.0
frc6671,1112.0
frc7319,1112.0
frc2852,1114.909
frc1102,1122.1819
frc3800,1125.091
frc3242,1128.0
frc4352,1128.0
frc3502,1128.0
frc5659,1128.0
frc6361,1128.0
frc5429,1128.0
frc6063,1128.0
frc2090,1128.0
frc5036,1128.0
frc4243,1128.0
frc2165,1128.0
frc3660,1128.0
frc5639,1128.0
frc2484,1128.0
frc2501,1128.0
frc2129,1128.0
frc6388,1128.0
frc6768,1128.0
frc3355,1138.1819
frc3495,1141.0908
frc810,1141.091
frc771,1141.091
frc4054,1141.091
frc3759,1144.0
frc5657,1144.0
frc4481,1144.0
frc2579,1144.0
frc5807,1143.3665
frc4775,1144.0
frc6348,1144.0
frc5648,1144.0
frc6509,1144.0
frc1590,1144.0
frc4265,1144.0
frc5889,1144.0
frc6146,1144.0
frc3197,1144.0
frc4207,1144.0
frc6399,1144.0
frc2544,1144.0
frc6674,1144.0
frc7051,1144.0
frc3881,1144.0
frc5333,1146.9731
frc4718,1146.9092
frc5057,1147.226
frc1665,1157.0908
frc3011,1160.0
frc2036,1160.0
frc6458,1160.0
frc3053,1160.0
frc4571,1160.0
frc6434,1160.0
frc4601,1160.0
frc4611,1160.0
frc5680,1160.0
frc6455,1160.0
frc5851,1176.0
frc2388,1176.0
frc4622,1176.0
frc4064,1176.0
frc5329,1176.0
frc6187,1176.0
frc4634,1176.0
frc6560,1176.0
frc4817,1176.0
frc1777,1176.0
frc2016,1176.0
frc2399,1176.0
frc3492,1176.0
frc5921,1176.0
frc2626,1176.0
frc5063,1176.0
frc2373,1176.0
frc3345,1176.0
frc6898,1176.0
frc5638,1176.0
frc6413,1176.0
frc7179,1176.0
frc2973,1178.909
frc3135,1189.091
frc537,1192.0
frc3932,1192.0
frc6061,1192.0
frc4738,1192.0
frc5955,1192.0
frc5696,1192.0
frc6018,1192.0
frc4121,1192.0
frc4154,1192.0
frc3755,1192.0
frc3056,1192.0
frc3723,1192.0
frc4778,1192.0
frc6659,1192.0
frc6695,1192.0
frc3386,1192.0
frc1923,1192.0
frc6423,1192.0
frc6396,1192.0
frc6602,1192.0
frc5232,1200.7273
frc5472,1202.1819
frc1891,1204.7742
frc698,1208.0
frc599,1208.0
frc5540,1208.0
frc4079,1208.0
frc5765,1208.0
frc5202,1208.0
frc6354,1208.0
frc6699,1208.0
frc3488,1208.0
frc4187,1208.0
frc1710,1208.0
frc4814,1208.0
frc6202,1208.0
frc4504,1208.0
frc5775,1208.0
frc6664,1208.0
frc6424,1208.0
frc4182,1208.0
frc5658,1208.0
frc3122,1208.0
frc6318,1208.0
frc6431,1208.0
frc283,1224.0
frc1818,1224.0
frc229,1224.0
frc2444,1224.0
frc2345,1224.0
frc3741,1224.0
frc3035,1224.0
frc3225,1224.0
frc3006,1224.0
frc3848,1224.0
frc4664,1224.0
frc6374,1224.0
frc2656,1224.0
frc4264,1224.0
frc5571,1224.0
frc6352,1224.0
frc6518,1224.0
frc3321,1224.0
frc3853,1226.874
frc1706,1229.8181
frc1208,1232.7272
frc4118,1234.1819
frc4213,1237.0908
frc5993,1240.0
frc250,1240.0
frc5583,1240.0
frc2357,1240.0
frc3010,1240.0
frc6110,1240.0
frc2234,1240.0
frc3666,1240.0
frc5427,1240.0
frc5998,1240.0
frc4623,1240.0
frc2181,1240.0
frc2530,1240.0
frc6622,1240.0
frc2584,1240.0
frc6055,1243.2258
frc6170,1245.8181
frc1726,1253.091
frc2781,1253.091
frc5431,1252.7742
frc5507,1256.0
frc968,1256.0
frc4729,1256.0
frc4014,1256.0
frc3137,1256.0
frc1660,1256.0
frc6429,1256.0
frc4356,1256.0
frc4618,1256.0
frc5834,1256.0
frc5443,1256.0
frc3996,1256.0
frc3457,1256.0
frc1306,1256.0
frc4050,1256.0
frc5458,1258.909
frc3933,1258.909
frc6390,1261.8181
frc2705,1269.0908
frc597,1272.0
frc5499,1272.0
frc1872,1272.0
frc2638,1272.0
frc3882,1272.0
frc2895,1272.0
frc3314,1272.0
frc6144,1272.0
frc5414,1272.0
frc5826,1272.0
frc7021,1272.0
frc6175,1277.8181
frc746,1285.059
frc269,1288.0
frc1251,1288.0
frc6183,1288.0
frc4476,1288.0
frc930,1288.0
frc3023,1288.0
frc4506,1288.0
frc5865,1288.0
frc6300,1288.0
frc7074,1288.0
frc2761,1290.909
frc5910,1298.1819
frc4773,1304.0
frc6606,1304.0
frc4404,1304.0
frc2172,1304.0
frc6022,1304.0
frc3134,1304.0
frc3407,1304.0
frc4145,1309.8181
frc5510,1320.0
frc3295,1320.0
frc3954,1320.0
frc5805,1320.0
frc4006,1320.0
frc4584,1320.0
frc5876,1320.0
frc4462,1320.0
frc3926,1320.0
frc4674,1320.0
frc2498,1320.0
frc5976,1320.0
frc6630,1320.0
frc6439,1320.0
frc2158,1322.909
frc4355,1322.909
frc4593,1330.1819
frc6418,1336.0
frc931,1336.0
frc2202,1336.0
frc4085,1336.0
frc3484,1336.0
frc5699,1336.0
frc3103,1336.0
frc1714,1336.0
frc3206,1336.0
frc3511,1336.0
frc1410,1338.9154
frc3245,1338.909
frc4698,1352.0
frc256,1352.0
frc5514,1352.0
frc4270,1352.0
frc3777,1352.0
frc5146,1352.0
frc5327,1352.0
frc3038,1352.0
frc4256,1362.1819
frc4206,1365.091
frc3160,1368.0
frc4537,1368.0
frc6060,1368.0
frc3247,1368.0
frc3179,1368.0
frc3241,1368.0
frc6666,1368.0
frc2856,1368.0
frc4455,1374.4518
frc1816,1380.7742
frc4293,1384.0
frc3018,1384.0
frc2839,1384.0
frc1884,1384.0
frc5874,1384.0
frc1769,1384.0
frc3571,1384.0
frc4965,1384.0
frc6542,1384.0
frc2225,1384.0
frc3596,1384.0
frc2506,1384.0
frc6304,1384.0
frc4947,1384.0
frc3620,1384.0
frc3928,1386.909
frc288,1391.2728
frc6225,1400.0
frc1159,1400.0
frc5891,1400.0
frc353,1400.0
frc3951,1400.0
frc2183,1400.0
frc5981,1400.0
frc2805,1400.0
frc6411,1400.0
frc4198,1400.0
frc6720,1400.0
frc6668,1400.0
frc6679,1400.0
frc2340,1402.909
frc4146,1406.8036
frc1405,1405.8182
frc5606,1416.0
frc6199,1416.0
frc1553,1416.0
frc4976,1416.0
frc2667,1416.0
frc3418,1416.0
frc812,1423.2728
frc4329,1429.091
frc751,1432.0
frc4913,1432.0
frc5240,1432.0
frc5453,1437.8181
frc2601,1445.091
frc1319,1445.091
frc4005,1448.0
frc2445,1448.0
frc3647,1448.0
frc199,1448.0
frc1094,1448.0
frc1288,1448.0
frc4550,1450.909
frc5726,1450.909
frc5887,1454.956
frc4499,1464.3104
frc1635,1464.0
frc5236,1464.0
frc5948,1464.0
frc4246,1464.0
frc2264,1464.0
frc6709,1464.0
frc195,1464.0
frc6554,1464.0
frc3211,1469.8181
frc5417,1476.7742
frc5489,1479.6832
frc5209,1480.0
frc6508,1480.0
frc2200,1480.0
frc2613,1480.0
frc2723,1480.0
frc3275,1480.0
frc2935,1489.3927
frc2130,1495.968
frc4603,1496.0
frc4946,1496.0
frc5829,1496.0
frc2587,1496.0
frc1983,1496.0
frc1056,1504.7272
frc932,1509.091
frc4388,1511.9968
frc3544,1512.0
frc910,1512.0
frc5022,1512.0
frc3533,1517.8181
frc2010,1525.091
frc5331,1528.0
frc4501,1528.0
frc3616,1528.0
frc2826,1530.909
frc3593,1533.8181
frc3267,1538.1819
frc2410,1541.091
frc3743,1541.091
frc2164,1544.0
frc5823,1544.0
frc5406,1544.0
frc3293,1544.0
frc3313,1544.0
frc4508,1546.909
frc5087,1546.973
frc2493,1556.7742
frc4322,1560.0
frc4188,1559.6832
frc5931,1562.909
frc3408,1570.1819
frc3481,1570.1819
frc935,1572.7742
frc4624,1573.091
frc4201,1576.0
frc1559,1576.0
frc4021,1576.0
frc4678,1576.0
frc2609,1589.091
frc2846,1589.091
frc3883,1592.0
frc4401,1592.0
frc2439,1592.0
frc781,1592.0
frc1444,1592.0
frc3276,1592.0
frc5119,1594.909
frc5137,1600.7272
frc1796,1602.1819
frc3931,1605.091
frc4135,1608.0
frc1662,1608.0
frc156,1608.0
frc3630,1608.0
frc6613,1608.0
frc5016,1613.8181
frc868,1618.1819
frc2526,1618.1819
frc1421,1621.091
frc3507,1621.091
frc4931,1624.0
frc772,1624.0
frc4174,1624.0
frc5434,1624.0
frc3166,1626.909
frc2169,1637.091
frc3042,1640.0
frc6530,1640.0
frc5099,1645.8181
frc2283,1646.956
frc6082,1650.1819
frc2443,1653.091
frc3472,1656.0
frc2393,1656.0
frc1287,1656.0
frc3735,1658.9092
frc2240,1661.8181
frc2220,1669.4077
frc4565,1672.0
frc1912,1672.0
frc4547,1672.0
frc3473,1672.0
frc3802,1672.0
frc5855,1672.0
frc3140,1674.909
frc1156,1674.909
frc5442,1674.909
frc1658,1688.0
frc4774,1688.0
frc5098,1688.0
frc3991,1688.0
frc6025,1688.0
frc2509,1688.0
frc2265,1704.0
frc2081,1704.0
frc4635,1704.0
frc1014,1704.0
frc3172,1704.0
frc4646,1706.909
frc3624,1706.909
frc2449,1717.091
frc1155,1717.0908
frc867,1720.0
frc3288,1720.0
frc1325,1719.3665
frc5449,1720.0
frc6672,1720.0
frc1492,1733.0973
frc5801,1733.091
frc3328,1736.0
frc6417,1736.0
frc369,1736.0
frc6133,1736.0
frc5464,1736.0
frc5663,1738.973
frc3925,1752.0
frc5012,1752.3168
frc3863,1751.6193
frc3128,1752.0
frc3550,1752.0
frc3260,1752.0
frc6026,1752.0
frc3880,1754.9092
frc1756,1757.5013
frc4841,1770.9092
frc4904,1784.0
frc3256,1799.6832
frc5576,1800.0
frc2875,1800.0
frc3366,1800.0
frc2503,1800.0
frc1023,1800.0
frc870,1813.091
frc2102,1816.0
frc2576,1816.0
frc5690,1816.0
frc3799,1816.0
frc2144,1818.9122
frc2175,1829.091
frc1758,1832.0
frc5199,1832.0
frc2053,1832.0
frc2035,1842.1819
frc5716,1842.1819
frc1305,1845.091
frc5818,1848.0
frc4769,1864.0
frc1592,1864.0
frc706,1864.0
frc4984,1872.7272
frc5736,1874.1819
frc5847,1877.091
frc3970,1880.6335
frc2823,1880.0
frc5677,1892.4574
frc2252,1896.0
frc4087,1904.7272
frc2502,1904.7272
frc5819,1906.1819
frc5526,1912.0
frc6579,1912.0
frc1997,1912.0
frc2590,1928.0
frc5781,1928.0
frc1259,1928.0
frc5572,1928.0
frc5553,1928.0
frc245,1938.1819
frc4930,1938.1819
frc4959,1944.0
frc2383,1947.2261
frc3082,1946.909
frc3965,1957.091
frc3250,1975.3665
frc696,1976.0
frc2438,1976.0
frc3490,1992.3168
frc2352,1994.909
frc662,2008.0
frc2062,2008.0
frc5006,2010.909
frc1836,2010.909
frc1671,2018.4948
frc2085,2021.4077
frc1507,2024.0
frc3102,2037.091
frc1675,2056.0
frc2783,2061.8184
frc604,2066.178
frc5528,2072.0
frc6314,2088.0
frc1775,2117.7246
frc60,2120.0
frc125,2136.9502
frc5124,2138.9092
frc2338,2138.5923
frc5618,2141.818
frc3512,2152.0
frc5839,2152.0
frc842,2154.2754
frc1114,2173.85
frc1572,2178.182
frc2992,2178.182
frc4522,2183.683
frc4486,2189.818
frc5437,2197.0908
frc4001,2202.9092
frc3653,2232.0
frc2194,2234.9092
frc3959,2245.0908
frc294,2263.683
frc5802,2264.3806
frc5413,2264.0
frc2987,2274.182
frc2359,2280.0
frc701,2282.9092
frc1310,2286.4517
frc4539,2296.0
frc1732,2312.0
frc111,2314.5923
frc2512,2314.9092
frc694,2328.0
frc1772,2328.0
frc2403,2331.5427
frc2791,2330.9092
frc3360,2338.182
frc287,2344.0
frc4039,2344.0
frc192,2346.2751
frc744,2359.683
frc5030,2360.0
frc79,2368.7275
frc1296,2371.6365
frc4592,2376.0
frc5985,2376.0
frc3683,2394.9092
frc3528,2410.9092
frc1065,2434.182
frc2073,2451.6367
frc3847,2453.0908
frc3476,2469.0908
frc399,2471.6191
frc3039,2474.5923
frc498,2488.9502
frc1736,2506.9092
frc3277,2536.0
frc4276,2552.0
frc231,2570.9092
frc1876,2573.8184
frc4627,2573.818
frc1730,2607.2725
frc1126,2629.0908
frc3021,2632.0
frc1511,2632.0
frc4028,2637.8184
frc3937,2650.5923
frc3284,2661.0908
frc1987,2660.774
frc5254,2712.0
frc2013,2733.8503
frc624,2767.2725
frc1197,2776.317
frc2614,2824.0
frc1323,2868.4534
frc3255,2872.0
frc4536,2878.1353
frc368,2883.6362
frc1538,2891.2612
frc3015,2906.9092
frc4183,2925.5364
frc2486,2938.9155
frc4403,2942.1353
frc4009,2963.9536
frc2883,2973.8184
frc4143,3021.818
frc1625,3066.9092
frc4451,3079.683
frc876,3083.2258
frc5250,3184.7275
frc4253,3224.0
frc3824,3229.818
frc2056,3253.3757
frc2052,3304.0
frc3230,3306.9092
frc3419,3322.9092
frc2637,3525.4717
frc3990,3533.8184
frc4063,3542.546
frc1011,3556.457
frc2848,3579.226
frc4587,3597.818
frc3309,3605.4717
frc2451,3691.226
frc973,3696.7275
frc233,3696.7275
frc1806,3738.5923
frc3005,3834.9092
frc1241,3844.3022
frc3158,3870.1353
frc1482,3934.1353
frc3478,3985.548
frc5172,4026.9092
frc3303,4072.317
frc1477,4114.1816
frc3132,4130.1177
frc2468,4176.6924
frc179,4242.1816
frc971,4330.913
frc3130,4392.317
frc4334,4764.3965
frc180,4968.0
frc3598,4998.546
frc2481,5115.226
frc2122,5148.177
frc3310,5211.226
frc987,5259.191
frc1986,5390.452
frc254,5512.634
frc118,5691.511
frc4613,6508.616
frc1619,7323.5396
frc1678,7454.4565
